id,language,is_tts,group_key
TAM_F_ANGER_00640,Tamil,0,TAM_F
TAM_F_ANGER_00165,Tamil,1,TAM_F
TAM_F_ANGER_00298,Tamil,1,TAM_F
TAM_F_ANGER_00585,Tamil,1,TAM_F
TAM_F_ANGER_00056,Tamil,1,TAM_F
TAM_F_ANGER_00089,Tamil,1,TAM_F
TAM_F_ANGER_00647,Tamil,1,TAM_F
TAM_F_ANGER_00081,Tamil,0,TAM_F
TAM_F_ANGER_00015,Tamil,0,TAM_F
TAM_F_ANGER_00606,Tamil,0,TAM_F
TAM_F_ANGER_00463,Tamil,1,TAM_F
TAM_F_ANGER_00645,Tamil,1,TAM_F
TAM_F_ANGER_00494,Tamil,0,TAM_F
TAM_F_ANGER_00558,Tamil,0,TAM_F
TAM_F_ANGER_00099,Tamil,1,TAM_F
TAM_F_ANGER_00343,Tamil,0,TAM_F
TAM_F_ANGER_00484,Tamil,1,TAM_F
TAM_F_ANGER_00094,Tamil,0,TAM_F
TAM_F_ANGER_00031,Tamil,1,TAM_F
TAM_F_ANGER_00305,Tamil,1,TAM_F
TAM_F_ANGER_00370,Tamil,0,TAM_F
TAM_F_ANGER_00686,Tamil,0,TAM_F
TAM_F_ANGER_00671,Tamil,1,TAM_F
TAM_F_ANGER_00230,Tamil,0,TAM_F
TAM_F_ANGER_00654,Tamil,1,TAM_F
TAM_F_ANGER_00162,Tamil,0,TAM_F
TAM_F_ANGER_00610,Tamil,1,TAM_F
TAM_F_ANGER_00532,Tamil,0,TAM_F
TAM_F_ALEXA_00632,Tamil,1,TAM_F
TAM_F_ALEXA_00558,Tamil,1,TAM_F
TAM_F_UMANG_00047,Tamil,0,TAM_F
TAM_F_ALEXA_00362,Tamil,1,TAM_F
TAM_F_ALEXA_00185,Tamil,0,TAM_F
TAM_F_ALEXA_00087,Tamil,0,TAM_F
TAM_F_ALEXA_00367,Tamil,0,TAM_F
TAM_F_ALEXA_00437,Tamil,0,TAM_F
TAM_F_ALEXA_00544,Tamil,1,TAM_F
TAM_F_ALEXA_00640,Tamil,1,TAM_F
TAM_F_UMANG_00012,Tamil,0,TAM_F
TAM_F_ALEXA_00379,Tamil,0,TAM_F
TAM_F_ALEXA_00287,Tamil,1,TAM_F
TAM_F_ALEXA_00107,Tamil,0,TAM_F
TAM_F_ALEXA_00548,Tamil,1,TAM_F
TAM_F_ALEXA_00395,Tamil,0,TAM_F
TAM_F_ALEXA_00312,Tamil,1,TAM_F
TAM_F_ALEXA_00260,Tamil,0,TAM_F
TAM_F_ALEXA_00175,Tamil,0,TAM_F
TAM_F_ALEXA_00625,Tamil,0,TAM_F
TAM_F_ALEXA_00044,Tamil,1,TAM_F
TAM_F_ALEXA_00116,Tamil,1,TAM_F
TAM_F_UMANG_00090,Tamil,1,TAM_F
TAM_F_ALEXA_00462,Tamil,1,TAM_F
TAM_F_ALEXA_00191,Tamil,0,TAM_F
TAM_F_ALEXA_00393,Tamil,1,TAM_F
TAM_F_ALEXA_00338,Tamil,1,TAM_F
TAM_F_ALEXA_00223,Tamil,0,TAM_F
TAM_F_ALEXA_00255,Tamil,1,TAM_F
TAM_F_ALEXA_00103,Tamil,0,TAM_F
TAM_F_ALEXA_00230,Tamil,1,TAM_F
TAM_F_ALEXA_00084,Tamil,0,TAM_F
TAM_F_ALEXA_00580,Tamil,1,TAM_F
TAM_F_ALEXA_00125,Tamil,1,TAM_F
TAM_F_UMANG_00081,Tamil,0,TAM_F
TAM_F_ALEXA_00434,Tamil,1,TAM_F
TAM_F_ALEXA_00496,Tamil,1,TAM_F
TAM_F_ALEXA_00373,Tamil,1,TAM_F
TAM_F_ALEXA_00165,Tamil,1,TAM_F
TAM_F_ALEXA_00572,Tamil,1,TAM_F
TAM_F_ALEXA_00036,Tamil,1,TAM_F
TAM_F_ALEXA_00271,Tamil,1,TAM_F
TAM_F_ALEXA_00374,Tamil,1,TAM_F
TAM_F_ALEXA_00082,Tamil,1,TAM_F
TAM_F_ALEXA_00478,Tamil,0,TAM_F
TAM_F_ALEXA_00071,Tamil,0,TAM_F
TAM_F_UMANG_00027,Tamil,0,TAM_F
TAM_F_ALEXA_00441,Tamil,0,TAM_F
TAM_F_ALEXA_00013,Tamil,0,TAM_F
TAM_F_ALEXA_00408,Tamil,1,TAM_F
TAM_F_ALEXA_00072,Tamil,1,TAM_F
TAM_F_ALEXA_00127,Tamil,1,TAM_F
TAM_F_UMANG_00103,Tamil,0,TAM_F
TAM_F_ALEXA_00209,Tamil,0,TAM_F
TAM_F_ALEXA_00406,Tamil,1,TAM_F
TAM_F_ALEXA_00553,Tamil,1,TAM_F
TAM_F_ALEXA_00081,Tamil,0,TAM_F
TAM_F_ALEXA_00060,Tamil,1,TAM_F
TAM_F_ALEXA_00347,Tamil,1,TAM_F
TAM_F_ALEXA_00306,Tamil,1,TAM_F
TAM_F_UMANG_00065,Tamil,0,TAM_F
TAM_F_ALEXA_00265,Tamil,1,TAM_F
TAM_F_ALEXA_00222,Tamil,0,TAM_F
TAM_F_ALEXA_00527,Tamil,1,TAM_F
TAM_F_ALEXA_00311,Tamil,1,TAM_F
TAM_F_ALEXA_00574,Tamil,0,TAM_F
TAM_F_ALEXA_00348,Tamil,0,TAM_F
TAM_F_ALEXA_00372,Tamil,0,TAM_F
TAM_F_ALEXA_00467,Tamil,1,TAM_F
TAM_F_ALEXA_00447,Tamil,1,TAM_F
TAM_F_ALEXA_00427,Tamil,0,TAM_F
TAM_F_ALEXA_00344,Tamil,1,TAM_F
TAM_F_ALEXA_00203,Tamil,1,TAM_F
TAM_F_ALEXA_00078,Tamil,1,TAM_F
TAM_F_ALEXA_00233,Tamil,1,TAM_F
TAM_F_ALEXA_00473,Tamil,0,TAM_F
TAM_F_ALEXA_00604,Tamil,0,TAM_F
TAM_F_ALEXA_00068,Tamil,0,TAM_F
TAM_F_ALEXA_00658,Tamil,0,TAM_F
TAM_F_ALEXA_00425,Tamil,0,TAM_F
TAM_F_ALEXA_00054,Tamil,0,TAM_F
TAM_F_ALEXA_00439,Tamil,0,TAM_F
TAM_F_ALEXA_00552,Tamil,0,TAM_F
TAM_F_ALEXA_00388,Tamil,1,TAM_F
TAM_F_UMANG_00031,Tamil,1,TAM_F
TAM_F_ALEXA_00605,Tamil,1,TAM_F
TAM_F_ALEXA_00503,Tamil,0,TAM_F
TAM_F_ALEXA_00025,Tamil,1,TAM_F
TAM_F_ALEXA_00418,Tamil,0,TAM_F
TAM_F_UMANG_00100,Tamil,0,TAM_F
TAM_F_ALEXA_00465,Tamil,0,TAM_F
TAM_F_ALEXA_00172,Tamil,1,TAM_F
TAM_F_ALEXA_00302,Tamil,0,TAM_F
TAM_F_ALEXA_00409,Tamil,0,TAM_F
TAM_F_ALEXA_00278,Tamil,0,TAM_F
TAM_F_ALEXA_00092,Tamil,0,TAM_F
TAM_F_ALEXA_00615,Tamil,0,TAM_F
TAM_F_ALEXA_00008,Tamil,0,TAM_F
TAM_F_ALEXA_00365,Tamil,1,TAM_F
TAM_F_ALEXA_00628,Tamil,1,TAM_F
TAM_F_ALEXA_00034,Tamil,0,TAM_F
TAM_F_ALEXA_00638,Tamil,1,TAM_F
TAM_F_UMANG_00041,Tamil,0,TAM_F
TAM_F_ALEXA_00453,Tamil,1,TAM_F
TAM_F_ALEXA_00140,Tamil,0,TAM_F
TAM_F_ALEXA_00327,Tamil,0,TAM_F
TAM_F_ALEXA_00423,Tamil,1,TAM_F
